,survived,pclass,sex,age_passenger,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,name,country,population,age_city,_merge
667,0,3,male,,0,0,7.775,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
668,0,3,male,43.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
669,1,1,female,,1,0,52.0,S,First,woman,False,C,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
670,1,2,female,40.0,1,1,39.0,S,Second,woman,False,,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
671,0,1,male,31.0,1,0,52.0,S,First,man,True,B,Southampton,no,False,Southampton,United Kingdom,236900.0,887.0,both
672,0,2,male,70.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
673,1,2,male,31.0,0,0,13.0,S,Second,man,True,,Southampton,yes,True,Southampton,United Kingdom,236900.0,887.0,both
674,0,2,male,,0,0,0.0,S,Second,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
675,0,3,male,18.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
676,0,3,male,24.5,0,0,8.05,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
677,1,3,female,18.0,0,0,9.8417,S,Third,woman,False,,Southampton,yes,True,Southampton,United Kingdom,236900.0,887.0,both
678,0,3,female,43.0,1,6,46.9,S,Third,woman,False,,Southampton,no,False,Southampton,United Kingdom,236900.0,887.0,both
679,1,1,male,36.0,0,1,512.3292,C,First,man,True,B,Cherbourg,yes,False,Cherbourg,France,37121.0,793.0,both
680,0,3,female,,0,0,8.1375,Q,Third,woman,False,,Queenstown,no,True,Queenstown,United Kingdom,12347.0,870.0,both
681,1,1,male,27.0,0,0,76.7292,C,First,man,True,D,Cherbourg,yes,True,Cherbourg,France,37121.0,793.0,both
682,0,3,male,20.0,0,0,9.225,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
683,0,3,male,14.0,5,2,46.9,S,Third,child,False,,Southampton,no,False,Southampton,United Kingdom,236900.0,887.0,both
684,0,2,male,60.0,1,1,39.0,S,Second,man,True,,Southampton,no,False,Southampton,United Kingdom,236900.0,887.0,both
685,0,2,male,25.0,1,2,41.5792,C,Second,man,True,,Cherbourg,no,False,Cherbourg,France,37121.0,793.0,both
686,0,3,male,14.0,4,1,39.6875,S,Third,child,False,,Southampton,no,False,Southampton,United Kingdom,236900.0,887.0,both
687,0,3,male,19.0,0,0,10.1708,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
688,0,3,male,18.0,0,0,7.7958,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
689,1,1,female,15.0,0,1,211.3375,S,First,child,False,B,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
690,1,1,male,31.0,1,0,57.0,S,First,man,True,B,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
691,1,3,female,4.0,0,1,13.4167,C,Third,child,False,,Cherbourg,yes,False,Cherbourg,France,37121.0,793.0,both
692,1,3,male,,0,0,56.4958,S,Third,man,True,,Southampton,yes,True,Southampton,United Kingdom,236900.0,887.0,both
693,0,3,male,25.0,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,Cherbourg,France,37121.0,793.0,both
694,0,1,male,60.0,0,0,26.55,S,First,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
695,0,2,male,52.0,0,0,13.5,S,Second,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
696,0,3,male,44.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
697,1,3,female,,0,0,7.7333,Q,Third,woman,False,,Queenstown,yes,True,Queenstown,United Kingdom,12347.0,870.0,both
698,0,1,male,49.0,1,1,110.8833,C,First,man,True,C,Cherbourg,no,False,Cherbourg,France,37121.0,793.0,both
699,0,3,male,42.0,0,0,7.65,S,Third,man,True,F,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
700,1,1,female,18.0,1,0,227.525,C,First,woman,False,C,Cherbourg,yes,False,Cherbourg,France,37121.0,793.0,both
701,1,1,male,35.0,0,0,26.2875,S,First,man,True,E,Southampton,yes,True,Southampton,United Kingdom,236900.0,887.0,both
702,0,3,female,18.0,0,1,14.4542,C,Third,woman,False,,Cherbourg,no,False,Cherbourg,France,37121.0,793.0,both
703,0,3,male,25.0,0,0,7.7417,Q,Third,man,True,,Queenstown,no,True,Queenstown,United Kingdom,12347.0,870.0,both
704,0,3,male,26.0,1,0,7.8542,S,Third,man,True,,Southampton,no,False,Southampton,United Kingdom,236900.0,887.0,both
705,0,2,male,39.0,0,0,26.0,S,Second,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
706,1,2,female,45.0,0,0,13.5,S,Second,woman,False,,Southampton,yes,True,Southampton,United Kingdom,236900.0,887.0,both
707,1,1,male,42.0,0,0,26.2875,S,First,man,True,E,Southampton,yes,True,Southampton,United Kingdom,236900.0,887.0,both
708,1,1,female,22.0,0,0,151.55,S,First,woman,False,,Southampton,yes,True,Southampton,United Kingdom,236900.0,887.0,both
709,1,3,male,,1,1,15.2458,C,Third,man,True,,Cherbourg,yes,False,Cherbourg,France,37121.0,793.0,both
710,1,1,female,24.0,0,0,49.5042,C,First,woman,False,C,Cherbourg,yes,True,Cherbourg,France,37121.0,793.0,both
711,0,1,male,,0,0,26.55,S,First,man,True,C,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
712,1,1,male,48.0,1,0,52.0,S,First,man,True,C,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
713,0,3,male,29.0,0,0,9.4833,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
714,0,2,male,52.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
715,0,3,male,19.0,0,0,7.65,S,Third,man,True,F,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
716,1,1,female,38.0,0,0,227.525,C,First,woman,False,C,Cherbourg,yes,True,Cherbourg,France,37121.0,793.0,both
717,1,2,female,27.0,0,0,10.5,S,Second,woman,False,E,Southampton,yes,True,Southampton,United Kingdom,236900.0,887.0,both
718,0,3,male,,0,0,15.5,Q,Third,man,True,,Queenstown,no,True,Queenstown,United Kingdom,12347.0,870.0,both
719,0,3,male,33.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
720,1,2,female,6.0,0,1,33.0,S,Second,child,False,,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
721,0,3,male,17.0,1,0,7.0542,S,Third,man,True,,Southampton,no,False,Southampton,United Kingdom,236900.0,887.0,both
722,0,2,male,34.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
723,0,2,male,50.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
724,1,1,male,27.0,1,0,53.1,S,First,man,True,E,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
725,0,3,male,20.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
726,1,2,female,30.0,3,0,21.0,S,Second,woman,False,,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
727,1,3,female,,0,0,7.7375,Q,Third,woman,False,,Queenstown,yes,True,Queenstown,United Kingdom,12347.0,870.0,both
728,0,2,male,25.0,1,0,26.0,S,Second,man,True,,Southampton,no,False,Southampton,United Kingdom,236900.0,887.0,both
729,0,3,female,25.0,1,0,7.925,S,Third,woman,False,,Southampton,no,False,Southampton,United Kingdom,236900.0,887.0,both
730,1,1,female,29.0,0,0,211.3375,S,First,woman,False,B,Southampton,yes,True,Southampton,United Kingdom,236900.0,887.0,both
731,0,3,male,11.0,0,0,18.7875,C,Third,child,False,,Cherbourg,no,True,Cherbourg,France,37121.0,793.0,both
732,0,2,male,,0,0,0.0,S,Second,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
733,0,2,male,23.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
734,0,2,male,23.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
735,0,3,male,28.5,0,0,16.1,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
736,0,3,female,48.0,1,3,34.375,S,Third,woman,False,,Southampton,no,False,Southampton,United Kingdom,236900.0,887.0,both
737,1,1,male,35.0,0,0,512.3292,C,First,man,True,B,Cherbourg,yes,True,Cherbourg,France,37121.0,793.0,both
738,0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
739,0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
740,1,1,male,,0,0,30.0,S,First,man,True,D,Southampton,yes,True,Southampton,United Kingdom,236900.0,887.0,both
741,0,1,male,36.0,1,0,78.85,S,First,man,True,C,Southampton,no,False,Southampton,United Kingdom,236900.0,887.0,both
742,1,1,female,21.0,2,2,262.375,C,First,woman,False,B,Cherbourg,yes,False,Cherbourg,France,37121.0,793.0,both
743,0,3,male,24.0,1,0,16.1,S,Third,man,True,,Southampton,no,False,Southampton,United Kingdom,236900.0,887.0,both
744,1,3,male,31.0,0,0,7.925,S,Third,man,True,,Southampton,yes,True,Southampton,United Kingdom,236900.0,887.0,both
745,0,1,male,70.0,1,1,71.0,S,First,man,True,B,Southampton,no,False,Southampton,United Kingdom,236900.0,887.0,both
746,0,3,male,16.0,1,1,20.25,S,Third,man,True,,Southampton,no,False,Southampton,United Kingdom,236900.0,887.0,both
747,1,2,female,30.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,Southampton,United Kingdom,236900.0,887.0,both
748,0,1,male,19.0,1,0,53.1,S,First,man,True,D,Southampton,no,False,Southampton,United Kingdom,236900.0,887.0,both
749,0,3,male,31.0,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,Queenstown,United Kingdom,12347.0,870.0,both
750,1,2,female,4.0,1,1,23.0,S,Second,child,False,,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
751,1,3,male,6.0,0,1,12.475,S,Third,child,False,E,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
752,0,3,male,33.0,0,0,9.5,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
753,0,3,male,23.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
754,1,2,female,48.0,1,2,65.0,S,Second,woman,False,,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
755,1,2,male,0.67,1,1,14.5,S,Second,child,False,,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
756,0,3,male,28.0,0,0,7.7958,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
757,0,2,male,18.0,0,0,11.5,S,Second,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
758,0,3,male,34.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
759,1,1,female,33.0,0,0,86.5,S,First,woman,False,B,Southampton,yes,True,Southampton,United Kingdom,236900.0,887.0,both
760,0,3,male,,0,0,14.5,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
761,0,3,male,41.0,0,0,7.125,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
762,1,3,male,20.0,0,0,7.2292,C,Third,man,True,,Cherbourg,yes,True,Cherbourg,France,37121.0,793.0,both
763,1,1,female,36.0,1,2,120.0,S,First,woman,False,B,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
764,0,3,male,16.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
765,1,1,female,51.0,1,0,77.9583,S,First,woman,False,D,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
766,0,1,male,,0,0,39.6,C,First,man,True,,Cherbourg,no,True,Cherbourg,France,37121.0,793.0,both
767,0,3,female,30.5,0,0,7.75,Q,Third,woman,False,,Queenstown,no,True,Queenstown,United Kingdom,12347.0,870.0,both
768,0,3,male,,1,0,24.15,Q,Third,man,True,,Queenstown,no,False,Queenstown,United Kingdom,12347.0,870.0,both
769,0,3,male,32.0,0,0,8.3625,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
770,0,3,male,24.0,0,0,9.5,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
771,0,3,male,48.0,0,0,7.8542,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
772,0,2,female,57.0,0,0,10.5,S,Second,woman,False,E,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
773,0,3,male,,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,Cherbourg,France,37121.0,793.0,both
774,1,2,female,54.0,1,3,23.0,S,Second,woman,False,,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
775,0,3,male,18.0,0,0,7.75,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
776,0,3,male,,0,0,7.75,Q,Third,man,True,F,Queenstown,no,True,Queenstown,United Kingdom,12347.0,870.0,both
777,1,3,female,5.0,0,0,12.475,S,Third,child,False,,Southampton,yes,True,Southampton,United Kingdom,236900.0,887.0,both
778,0,3,male,,0,0,7.7375,Q,Third,man,True,,Queenstown,no,True,Queenstown,United Kingdom,12347.0,870.0,both
779,1,1,female,43.0,0,1,211.3375,S,First,woman,False,B,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
780,1,3,female,13.0,0,0,7.2292,C,Third,child,False,,Cherbourg,yes,True,Cherbourg,France,37121.0,793.0,both
781,1,1,female,17.0,1,0,57.0,S,First,woman,False,B,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
782,0,1,male,29.0,0,0,30.0,S,First,man,True,D,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
783,0,3,male,,1,2,23.45,S,Third,man,True,,Southampton,no,False,Southampton,United Kingdom,236900.0,887.0,both
784,0,3,male,25.0,0,0,7.05,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
785,0,3,male,25.0,0,0,7.25,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
786,1,3,female,18.0,0,0,7.4958,S,Third,woman,False,,Southampton,yes,True,Southampton,United Kingdom,236900.0,887.0,both
787,0,3,male,8.0,4,1,29.125,Q,Third,child,False,,Queenstown,no,False,Queenstown,United Kingdom,12347.0,870.0,both
788,1,3,male,1.0,1,2,20.575,S,Third,child,False,,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
789,0,1,male,46.0,0,0,79.2,C,First,man,True,B,Cherbourg,no,True,Cherbourg,France,37121.0,793.0,both
790,0,3,male,,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,Queenstown,United Kingdom,12347.0,870.0,both
791,0,2,male,16.0,0,0,26.0,S,Second,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
792,0,3,female,,8,2,69.55,S,Third,woman,False,,Southampton,no,False,Southampton,United Kingdom,236900.0,887.0,both
793,0,1,male,,0,0,30.6958,C,First,man,True,,Cherbourg,no,True,Cherbourg,France,37121.0,793.0,both
794,0,3,male,25.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
795,0,2,male,39.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
796,1,1,female,49.0,0,0,25.9292,S,First,woman,False,D,Southampton,yes,True,Southampton,United Kingdom,236900.0,887.0,both
797,1,3,female,31.0,0,0,8.6833,S,Third,woman,False,,Southampton,yes,True,Southampton,United Kingdom,236900.0,887.0,both
798,0,3,male,30.0,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,Cherbourg,France,37121.0,793.0,both
799,0,3,female,30.0,1,1,24.15,S,Third,woman,False,,Southampton,no,False,Southampton,United Kingdom,236900.0,887.0,both
800,0,2,male,34.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
801,1,2,female,31.0,1,1,26.25,S,Second,woman,False,,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
802,1,1,male,11.0,1,2,120.0,S,First,child,False,B,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
803,1,3,male,0.42,0,1,8.5167,C,Third,child,False,,Cherbourg,yes,False,Cherbourg,France,37121.0,793.0,both
804,1,3,male,27.0,0,0,6.975,S,Third,man,True,,Southampton,yes,True,Southampton,United Kingdom,236900.0,887.0,both
805,0,3,male,31.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
806,0,1,male,39.0,0,0,0.0,S,First,man,True,A,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
807,0,3,female,18.0,0,0,7.775,S,Third,woman,False,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
808,0,2,male,39.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
809,1,1,female,33.0,1,0,53.1,S,First,woman,False,E,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
810,0,3,male,26.0,0,0,7.8875,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
811,0,3,male,39.0,0,0,24.15,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
812,0,2,male,35.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
813,0,3,female,6.0,4,2,31.275,S,Third,child,False,,Southampton,no,False,Southampton,United Kingdom,236900.0,887.0,both
814,0,3,male,30.5,0,0,8.05,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
815,0,1,male,,0,0,0.0,S,First,man,True,B,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
816,0,3,female,23.0,0,0,7.925,S,Third,woman,False,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
817,0,2,male,31.0,1,1,37.0042,C,Second,man,True,,Cherbourg,no,False,Cherbourg,France,37121.0,793.0,both
818,0,3,male,43.0,0,0,6.45,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
819,0,3,male,10.0,3,2,27.9,S,Third,child,False,,Southampton,no,False,Southampton,United Kingdom,236900.0,887.0,both
820,1,1,female,52.0,1,1,93.5,S,First,woman,False,B,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
821,1,3,male,27.0,0,0,8.6625,S,Third,man,True,,Southampton,yes,True,Southampton,United Kingdom,236900.0,887.0,both
822,0,1,male,38.0,0,0,0.0,S,First,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
823,1,3,female,27.0,0,1,12.475,S,Third,woman,False,E,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
824,0,3,male,2.0,4,1,39.6875,S,Third,child,False,,Southampton,no,False,Southampton,United Kingdom,236900.0,887.0,both
825,0,3,male,,0,0,6.95,Q,Third,man,True,,Queenstown,no,True,Queenstown,United Kingdom,12347.0,870.0,both
826,0,3,male,,0,0,56.4958,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
827,1,2,male,1.0,0,2,37.0042,C,Second,child,False,,Cherbourg,yes,False,Cherbourg,France,37121.0,793.0,both
828,1,3,male,,0,0,7.75,Q,Third,man,True,,Queenstown,yes,True,Queenstown,United Kingdom,12347.0,870.0,both
829,1,1,female,62.0,0,0,80.0,,First,woman,False,B,,yes,True,,,,,left_only
830,1,3,female,15.0,1,0,14.4542,C,Third,child,False,,Cherbourg,yes,False,Cherbourg,France,37121.0,793.0,both
831,1,2,male,0.83,1,1,18.75,S,Second,child,False,,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
832,0,3,male,,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,Cherbourg,France,37121.0,793.0,both
833,0,3,male,23.0,0,0,7.8542,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
834,0,3,male,18.0,0,0,8.3,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
835,1,1,female,39.0,1,1,83.1583,C,First,woman,False,E,Cherbourg,yes,False,Cherbourg,France,37121.0,793.0,both
836,0,3,male,21.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
837,0,3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
838,1,3,male,32.0,0,0,56.4958,S,Third,man,True,,Southampton,yes,True,Southampton,United Kingdom,236900.0,887.0,both
839,1,1,male,,0,0,29.7,C,First,man,True,C,Cherbourg,yes,True,Cherbourg,France,37121.0,793.0,both
840,0,3,male,20.0,0,0,7.925,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
841,0,2,male,16.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
842,1,1,female,30.0,0,0,31.0,C,First,woman,False,,Cherbourg,yes,True,Cherbourg,France,37121.0,793.0,both
843,0,3,male,34.5,0,0,6.4375,C,Third,man,True,,Cherbourg,no,True,Cherbourg,France,37121.0,793.0,both
844,0,3,male,17.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
845,0,3,male,42.0,0,0,7.55,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
846,0,3,male,,8,2,69.55,S,Third,man,True,,Southampton,no,False,Southampton,United Kingdom,236900.0,887.0,both
847,0,3,male,35.0,0,0,7.8958,C,Third,man,True,,Cherbourg,no,True,Cherbourg,France,37121.0,793.0,both
848,0,2,male,28.0,0,1,33.0,S,Second,man,True,,Southampton,no,False,Southampton,United Kingdom,236900.0,887.0,both
849,1,1,female,,1,0,89.1042,C,First,woman,False,C,Cherbourg,yes,False,Cherbourg,France,37121.0,793.0,both
850,0,3,male,4.0,4,2,31.275,S,Third,child,False,,Southampton,no,False,Southampton,United Kingdom,236900.0,887.0,both
851,0,3,male,74.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
852,0,3,female,9.0,1,1,15.2458,C,Third,child,False,,Cherbourg,no,False,Cherbourg,France,37121.0,793.0,both
853,1,1,female,16.0,0,1,39.4,S,First,woman,False,D,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
854,0,2,female,44.0,1,0,26.0,S,Second,woman,False,,Southampton,no,False,Southampton,United Kingdom,236900.0,887.0,both
855,1,3,female,18.0,0,1,9.35,S,Third,woman,False,,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
856,1,1,female,45.0,1,1,164.8667,S,First,woman,False,,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
857,1,1,male,51.0,0,0,26.55,S,First,man,True,E,Southampton,yes,True,Southampton,United Kingdom,236900.0,887.0,both
858,1,3,female,24.0,0,3,19.2583,C,Third,woman,False,,Cherbourg,yes,False,Cherbourg,France,37121.0,793.0,both
859,0,3,male,,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,Cherbourg,France,37121.0,793.0,both
860,0,3,male,41.0,2,0,14.1083,S,Third,man,True,,Southampton,no,False,Southampton,United Kingdom,236900.0,887.0,both
861,0,2,male,21.0,1,0,11.5,S,Second,man,True,,Southampton,no,False,Southampton,United Kingdom,236900.0,887.0,both
862,1,1,female,48.0,0,0,25.9292,S,First,woman,False,D,Southampton,yes,True,Southampton,United Kingdom,236900.0,887.0,both
863,0,3,female,,8,2,69.55,S,Third,woman,False,,Southampton,no,False,Southampton,United Kingdom,236900.0,887.0,both
864,0,2,male,24.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
865,1,2,female,42.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,Southampton,United Kingdom,236900.0,887.0,both
866,1,2,female,27.0,1,0,13.8583,C,Second,woman,False,,Cherbourg,yes,False,Cherbourg,France,37121.0,793.0,both
867,0,1,male,31.0,0,0,50.4958,S,First,man,True,A,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
868,0,3,male,,0,0,9.5,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
869,1,3,male,4.0,1,1,11.1333,S,Third,child,False,,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
870,0,3,male,26.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
871,1,1,female,47.0,1,1,52.5542,S,First,woman,False,D,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
872,0,1,male,33.0,0,0,5.0,S,First,man,True,B,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
873,0,3,male,47.0,0,0,9.0,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
874,1,2,female,28.0,1,0,24.0,C,Second,woman,False,,Cherbourg,yes,False,Cherbourg,France,37121.0,793.0,both
875,1,3,female,15.0,0,0,7.225,C,Third,child,False,,Cherbourg,yes,True,Cherbourg,France,37121.0,793.0,both
876,0,3,male,20.0,0,0,9.8458,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
877,0,3,male,19.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
878,0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
879,1,1,female,56.0,0,1,83.1583,C,First,woman,False,C,Cherbourg,yes,False,Cherbourg,France,37121.0,793.0,both
880,1,2,female,25.0,0,1,26.0,S,Second,woman,False,,Southampton,yes,False,Southampton,United Kingdom,236900.0,887.0,both
881,0,3,male,33.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
882,0,3,female,22.0,0,0,10.5167,S,Third,woman,False,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
883,0,2,male,28.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
884,0,3,male,25.0,0,0,7.05,S,Third,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
885,0,3,female,39.0,0,5,29.125,Q,Third,woman,False,,Queenstown,no,False,Queenstown,United Kingdom,12347.0,870.0,both
886,0,2,male,27.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,Southampton,United Kingdom,236900.0,887.0,both
887,1,1,female,19.0,0,0,30.0,S,First,woman,False,B,Southampton,yes,True,Southampton,United Kingdom,236900.0,887.0,both
888,0,3,female,,1,2,23.45,S,Third,woman,False,,Southampton,no,False,Southampton,United Kingdom,236900.0,887.0,both
889,1,1,male,26.0,0,0,30.0,C,First,man,True,C,Cherbourg,yes,True,Cherbourg,France,37121.0,793.0,both
